confirmed,countryregion,deaths,latitude,longitude,provincestate,recovered,timestamp
18,US,0,47.5289,-99.784,North Dakota,0,1584661384
30,US,0,39.3185,-75.5071,Delaware,0,1584661384
31,US,1,38.4561,-92.2884,Missouri,0,1584661384
37,US,2,37.6681,-84.6701,Kentucky,0,1584661384
44,US,0,41.6809,-71.5118,Rhode Island,0,1584661384
44,US,1,35.5653,-96.9289,Oklahoma,0,1584661384
44,US,0,43.4525,-71.5639,New Hampshire,0,1584661384
44,US,0,42.0115,-93.2105,Iowa,0,1584661384
45,US,0,33.7298,-111.4312,Arizona,0,1584661384
50,US,1,32.7416,-89.6787,Mississippi,0,1584661384
60,US,2,39.8494,-86.2583,Indiana,0,1584661384
78,US,0,32.3182,-86.9023,Alabama,0,1584661384
80,US,0,40.15,-111.8624,Utah,0,1584661384
81,US,1,33.8569,-80.945,South Carolina,0,1584661384
99,US,2,37.7693,-78.17,Virginia,0,1584661384
123,US,0,35.6301,-79.8064,North Carolina,0,1584661384
159,US,0,44.2685,-89.6165,Wisconsin,0,1584661384
159,US,2,41.5978,-72.7554,Connecticut,0,1584661384
277,US,4,39.0598,-105.3111,Colorado,0,1584661384
334,US,3,43.3266,-84.5361,Michigan,0,1584661384
392,US,10,31.1695,-91.8678,Louisiana,0,1584661384
417,US,9,27.7663,-81.6868,Florida,0,1584661384
742,US,9,40.2989,-74.521,New Jersey,0,1584661384
1376,US,74,47.4009,-121.4905,Washington,0,1584661384
1,US,0,40.7128,-74.006,"New York City, NY",0,1583113983
1,China,0,31.6927,88.0924,Tibet,1,1583893094
22,US,0,44.0459,-72.7107,Vermont,0,1584654183
34,US,1,38.5266,-96.7265,Kansas,0,1584654183
35,US,0,34.8405,-106.2485,New Mexico,0,1584654183
62,US,0,34.9697,-92.3731,Arkansas,0,1584654183
88,US,3,44.572,-122.0709,Oregon,0,1584654183
95,US,1,38.3135,-117.0554,Nevada,0,1584654183
107,US,1,39.0639,-76.8021,Maryland,0,1584654183
119,US,0,40.3888,-82.7649,Ohio,0,1584654183
154,US,0,35.7478,-86.6923,Tennessee,0,1584652420
422,US,4,40.3495,-88.9861,Illinois,0,1584652420
952,US,18,36.1162,-119.6816,California,0,1584652420
206,US,1,40.5908,-77.2098,Pennsylvania,0,1584652415
260,US,5,31.0545,-97.5635,Texas,0,1584652415
287,US,10,33.0406,-83.6431,Georgia,0,1584652415
328,US,0,42.2302,-71.5301,Massachusetts,0,1584652415
4075,Switzerland,41,46.8182,8.2275,,15,1584652395
5,Barbados,0,13.1939,-59.5432,,0,1584650583
6,Equatorial Guinea,0,1.6508,10.2679,,0,1584650583
14,Canada,0,44.682,-63.7443,Nova Scotia,0,1584650583
63,Morocco,2,31.7917,-7.0926,,1,1584650582
194,India,4,20.5937,78.9629,,15,1584650582
256,Egypt,6,26.8206,30.8025,,32,1584650582
274,Saudi Arabia,0,23.8859,45.0792,,6,1584650582
621,Brazil,6,-14.235,-51.9253,,2,1584650582
677,Israel,0,31.0461,34.8516,,11,1584650582
10871,France,243,46.2276,2.2137,France,12,1584650582
3,United Kingdom,1,19.3133,-81.2546,Cayman Islands,0,1584648836
3,Congo (Brazzaville),0,-0.228,15.8277,,0,1584648836
11,United Kingdom,0,49.3723,-2.3644,Channel Islands,0,1584648836
3,Namibia,0,-22.9576,18.4904,,0,1584648832
10,United Kingdom,0,36.1408,-5.3536,Gibraltar,2,1584648832
42,Venezuela,0,6.4238,-66.5897,,0,1584648814
48,Oman,0,21.4735,55.9754,,12,1584648814
85,Vietnam,0,14.0583,108.2772,,16,1584648814
192,Iraq,13,33.2232,43.6793,,43,1584648814
355,Poland,5,51.9194,19.1451,,1,1584648808
454,Pakistan,2,30.3753,69.3451,,13,1584648788
460,Qatar,0,25.3548,51.1839,,4,1584648788
15320,Germany,44,51.1657,10.4515,,113,1584648788
17963,Spain,830,40.4637,-3.7492,,1107,1584648788
1,US,0,37.0902,-95.7129,US,108,1584645198
22,US,0,37.6489,-122.6655,Grand Princess,0,1584645198
2,Canada,0,46.5107,-63.4168,Prince Edward Island,0,1584643383
52,US,0,44.6939,-69.3819,Maine,0,1584643383
89,US,0,45.6945,-93.9002,Minnesota,0,1584643383
157,Lebanon,4,33.8547,35.8623,,4,1584643383
557,Ireland,3,53.1424,-7.6921,,5,1584643383
36,Lithuania,0,55.1694,23.8813,,1,1584641609
39,Tunisia,1,33.8869,9.5375,,0,1584641609
67,Cyprus,0,35.1264,33.4299,,0,1584641609
69,Jordan,0,30.5852,36.2384,,1,1584641609
103,Serbia,0,44.0165,21.0059,,1,1584641609
234,Peru,0,-9.19,-75.0152,,1,1584641609
278,Bahrain,1,26.0667,50.5577,,100,1584641609
694,Czechia,0,49.8175,15.473,,3,1584641600
121,Canada,1,52.9399,-73.5491,Quebec,0,1584639784
41035,Italy,3405,41.8719,12.5674,,4440,1584639783
1151,Denmark,6,56.2639,9.5018,Denmark,1,1584638022
2689,United Kingdom,137,55.3781,-3.436,United Kingdom,65,1584638007
9,Guatemala,1,15.7835,-90.2308,,0,1584638004
11,Ghana,0,7.9465,-1.0232,,0,1584638004
63,Bosnia and Herzegovina,0,43.9159,17.6791,,2,1584638004
199,Ecuador,3,-1.8312,-78.1834,,0,1584637994
1746,Norway,7,60.472,8.4689,,1,1584637994
257,Canada,1,51.2538,-85.3232,Ontario,5,1584636184
1,Chad,0,15.4542,18.7322,,0,1584636183
48,North Macedonia,0,41.6086,21.7453,,1,1584636183
49,Moldova,1,47.4116,28.3699,,1,1584636183
105,Croatia,1,45.1,15.2,,5,1584636183
150,South Africa,0,-30.5595,22.9375,,0,1584636183
192,Turkey,3,38.9637,35.2433,,0,1584636183
3,US,0,18.3358,-64.8963,Virgin Islands,0,1584634418
12,US,0,13.4443,144.7937,Guam,0,1584634418
44,Azerbaijan,1,40.1431,47.5769,,6,1584634416
60,Sri Lanka,0,7.8731,80.7718,,3,1584634416
87,Algeria,9,28.0339,1.6596,,32,1584634416
123,Slovakia,1,48.669,19.699,,0,1584634416
140,United Arab Emirates,0,23.4241,53.8478,,31,1584634416
199,Russia,1,61.524,105.3188,,9,1584634416
345,Singapore,0,1.3521,103.8198,,114,1584634416
400,Finland,0,61.9241,25.7482,,10,1584634416
785,Portugal,3,39.3999,-8.2245,,3,1584630807
1439,Sweden,11,60.1282,18.6435,,16,1584630807
1,Fiji,0,-17.7134,178.065,,0,1584629586
1,El Salvador,0,13.7942,-88.8965,,0,1584629586
1,Djibouti,0,11.8251,42.5903,,0,1584629586
2460,Netherlands,76,52.1326,5.2913,Netherlands,2,1584629586
2013,Austria,6,47.5162,14.5501,,9,1584629585
18,China,0,35.7452,95.9956,Qinghai,18,1583893094
0,The Bahamas,0,24.25,-76,,0,1584620018
3,"Bahamas, The",0,25.0343,-77.3963,,0,1584617619
6,Tanzania,0,-6.369,34.8888,,0,1584617616
6,France,0,-17.6797,-149.4068,French Polynesia,0,1584617616
33,Burkina Faso,1,12.2383,-1.5616,,0,1584617610
53,Malta,0,35.9375,14.3754,,2,1584617610
64,Albania,2,41.1533,20.1683,,0,1584617610
267,Estonia,0,58.5953,25.0136,,1,1584617609
277,Romania,0,45.9432,24.9668,,25,1584617609
330,Iceland,1,64.9631,-19.0208,,5,1584617609
18407,Iran,1284,32.4279,53.688,,5710,1584617609
4,Australia,0,-35.4735,149.0124,Australian Capital Territory,0,1584616434
10,Australia,0,-41.4545,145.9707,Tasmania,3,1584616434
42,Australia,0,-34.9285,138.6007,South Australia,3,1584616434
52,Australia,1,-31.9505,115.8605,Western Australia,0,1584616434
144,Australia,0,-28.0167,153.4,Queensland,8,1584616434
307,Australia,5,-33.8688,151.2093,New South Wales,4,1584616434
75,Brunei,0,4.5353,114.7277,,0,1584616413
217,Philippines,17,12.8797,121.774,,8,1584616404
335,Luxembourg,4,49.8153,6.1296,,0,1584616398
418,Greece,6,39.0742,21.8243,,8,1584616398
1795,Belgium,21,50.5039,4.4699,,31,1584616397
3,Montenegro,0,42.7087,19.3744,,0,1584615183
9,Trinidad and Tobago,0,10.6918,-61.2225,,0,1584615183
11,Cuba,1,21.5218,-77.7812,,0,1584615183
12,Honduras,0,15.2,-86.2419,,0,1584615183
14,Congo (Kinshasa),0,-4.0383,21.7587,,0,1584615183
17,Bangladesh,1,23.685,90.3563,,3,1584615183
23,Uzbekistan,0,41.3775,64.5853,,0,1584615183
37,Cambodia,0,12.5657,104.991,,1,1584615183
40,Georgia,0,42.3154,43.3569,,1,1584615183
44,Kazakhstan,0,48.0196,66.9237,,0,1584615183
72,Denmark,0,61.8926,-6.9118,Faroe Islands,0,1584615183
73,Hungary,1,47.1625,19.5033,,2,1584615183
86,Latvia,0,56.8796,24.6032,,1,1584615183
94,Bulgaria,3,42.7339,25.4858,,0,1584615183
97,Argentina,3,-38.4161,-63.6167,,3,1584615183
102,Colombia,0,4.5709,-74.2973,,1,1584615183
115,Armenia,0,40.0691,45.0382,,1,1584615183
118,Mexico,1,23.6345,-102.5528,,4,1584615183
148,Kuwait,0,29.3117,47.4818,,18,1584612803
272,Thailand,1,15.87,100.9925,,42,1584612796
311,Indonesia,25,-0.7893,113.9213,,11,1584612796
900,Malaysia,2,4.2105,101.9758,,75,1584612795
924,Japan,29,36.2048,138.2529,,150,1584612795
76,China,3,41.1129,85.2401,Xinjiang,73,1583893094
296,China,1,26.0789,117.9874,Fujian,295,1583893094
990,China,6,31.8257,117.2264,Anhui,984,1583893094
1,China,0,31.6927,88.0924,Tibet,1,1583893094
0,Greenland,0,72,-40,,0,1584610384
4,France,0,18.0708,-63.0501,St Martin,0,1584610384
14,Reunion,0,-21.1151,55.5364,,0,1584610384
33,Guadeloupe,0,16.265,-61.551,,0,1584610384
3,Netherlands,1,12.1696,-68.99,Curacao,0,1584607983
1,Nicaragua,0,12.8654,-85.2072,,0,1584606788
2,Denmark,0,71.7069,-42.6043,Greenland,0,1584605599
108,Taiwan*,1,23.7,121,,26,1584600783
18,China,0,35.7452,95.9956,Qinghai,18,1583893094
18,US,0,42.756,-107.3025,Wyoming,0,1584592398
17,Canada,0,53.7609,-98.8139,Manitoba,0,1584587606
119,Canada,0,53.9333,-116.5765,Alberta,0,1584587606
231,Canada,7,53.7267,-127.6476,British Columbia,4,1584587606
2,United Kingdom,0,32.3078,-64.7505,Bermuda,0,1584586413
13,Cameroon,0,3.848,11.5021,,0,1584586412
34,Dominican Republic,2,18.7357,-70.1627,,0,1584586412
69,Costa Rica,1,9.7489,-83.7534,,0,1584586412
2,US,0,38.4912,-80.9545,West Virginia,0,1584585189
2,France,0,-20.9043,165.618,New Caledonia,0,1584585189
9,US,0,61.3707,-152.4044,Alaska,0,1584585189
11,US,0,44.2405,-114.4788,Idaho,0,1584585189
16,US,0,21.0943,-157.4983,Hawaii,0,1584585189
29,US,0,41.1254,-98.2681,Nebraska,0,1584585189
40,US,0,38.8974,-77.0268,District of Columbia,0,1584585189
2,Mauritania,0,21.0079,-10.9408,,0,1584585188
3,Mauritius,0,-20.3484,57.5522,,0,1584585188
7,Kenya,0,-0.0236,37.9062,,0,1584585188
15,Jamaica,1,18.1096,-77.2975,,2,1584585188
23,Martinique,1,14.6415,-61.0242,,0,1584585188
28,New Zealand,0,-40.9006,174.886,,0,1584585188
109,Panama,1,8.538,-80.7821,,0,1584585188
6,Seychelles,0,-4.6796,55.492,,0,1584583997
79,Uruguay,0,-32.5228,-55.7658,,0,1584583997
286,Slovenia,1,46.1512,14.9955,,0,1584583997
8565,"Korea, South",91,35.9078,127.7669,,1540,1584583997
2,Zambia,0,-13.1339,27.8493,,0,1584582786
76,China,3,41.1129,85.2401,Xinjiang,73,1583893094
16,Canada,0,52.9399,-106.4509,Saskatchewan,0,1584579831
9,Cote d'Ivoire,0,7.54,-5.5471,,1,1584579826
16,Ukraine,2,48.3794,31.1656,,0,1584579825
53,Andorra,0,42.5063,1.5218,,1,1584579820
296,China,1,26.0789,117.9874,Fujian,295,1583893094
990,China,6,31.8257,117.2264,Anhui,984,1583893094
1,China,0,31.6927,88.0924,Tibet,1,1583893094
18,China,0,35.7452,95.9956,Qinghai,18,1583893094
76,China,3,41.1129,85.2401,Xinjiang,73,1583893094
1,Montenegro,0,42.7087,19.3744,,0,1584561183
3,Mauritius,0,-20.2,57.5,,0,1584561183
74,Algeria,7,28.0339,1.6596,,12,1584561183
77,US,2,37.7693,-78.17,Virginia,0,1584561183
173,US,3,31.0545,-97.5635,Texas,0,1584561183
11,US,0,46.9219,-110.4544,Montana,0,1584559983
1,US,0,37.0902,-95.7129,US,106,1584559983
6,US,0,47.5289,-99.784,North Dakota,0,1584559983
11,US,0,46.9219,-110.4544,Montana,0,1584559983
18,US,0,44.0459,-72.7107,Vermont,0,1584559983
18,US,0,38.4561,-92.2884,Missouri,0,1584559983
19,US,0,39.3185,-75.5071,Delaware,0,1584559983
27,US,0,33.7298,-111.4312,Arizona,0,1584559983
33,US,0,41.6809,-71.5118,Rhode Island,0,1584559983
33,US,0,34.9697,-92.3731,Arkansas,0,1584559983
34,US,0,32.7416,-89.6787,Mississippi,0,1584559983
39,US,2,39.8494,-86.2583,Indiana,0,1584559983
42,US,0,44.6939,-69.3819,Maine,0,1584559983
46,US,0,32.3182,-86.9023,Alabama,0,1584559983
257,US,4,31.1695,-91.8678,Louisiana,0,1584559983
1,US,0,40.7128,-74.006,"New York City, NY",0,1583113983
39,Oman,0,21.4735,55.9754,,12,1584559982
12327,Germany,28,51.1657,10.4515,,105,1584559982
55,US,1,38.3135,-117.0554,Nevada,0,1584558874
70,US,0,35.6301,-79.8064,North Carolina,0,1584558874
77,US,0,45.6945,-93.9002,Minnesota,0,1584558874
79,US,0,35.7478,-86.6923,Tennessee,0,1584558874
83,US,0,43.3266,-84.5361,Michigan,0,1584558874
85,US,0,39.0639,-76.8021,Maryland,0,1584558874
86,US,0,40.3888,-82.7649,Ohio,0,1584558874
92,US,0,44.2685,-89.6165,Wisconsin,0,1584558874
152,US,0,40.5908,-77.2098,Pennsylvania,0,1584558874
162,US,1,40.3495,-88.9861,Illinois,0,1584558874
199,US,3,33.0406,-83.6431,Georgia,0,1584558874
314,US,7,27.7663,-81.6868,Florida,0,1584558874
751,US,13,36.1162,-119.6816,California,0,1584558874
0,Guam,0,13.4443,144.7937,,0,1584558873
28,Liechtenstein,0,47.166,9.5554,,0,1584558873
0,Guam,0,13.4443,144.7937,,0,1584558873
28,Liechtenstein,0,47.166,9.5554,,0,1584558873
299,Pakistan,0,30.3753,69.3451,,2,1584558869
372,Brazil,3,-14.235,-51.9253,,2,1584558869
452,Qatar,0,25.3548,51.1839,,4,1584558869
11,Canada,0,46.5653,-66.4619,New Brunswick,0,1584556383
11,Canada,0,46.5653,-66.4619,New Brunswick,0,1584556383
9043,France,148,46.2276,2.2137,France,12,1584556382
12,Canada,0,44.682,-63.7443,Nova Scotia,0,1584553983
94,Canada,0,52.9399,-73.5491,Quebec,0,1584553983
1279,Sweden,10,60.1282,18.6435,,1,1584553982
221,Canada,1,51.2538,-85.3232,Ontario,5,1584552786
35713,Italy,2978,41.8719,12.5674,,4025,1584552785
7,Cuba,1,21.5218,-77.7812,,0,1584550775
58,Denmark,0,61.8926,-6.9118,Faroe Islands,0,1584550775
1057,Denmark,4,56.2639,9.5018,Denmark,1,1584550775
145,Peru,0,-9.19,-75.0152,,1,1584550774
260,Romania,0,45.9432,24.9668,,19,1584550774
418,Greece,5,39.0742,21.8243,,8,1584550774
184,US,2,39.0598,-105.3111,Colorado,0,1584546789
1550,Norway,6,60.472,8.4689,,1,1584546789
75,Vietnam,0,14.0583,108.2772,,16,1584545595
92,Bulgaria,2,42.7339,25.4858,,0,1584545595
52,Jordan,0,30.5852,36.2384,,1,1584543185
93,Colombia,0,4.5709,-74.2973,,1,1584543185
1646,Austria,4,47.5162,14.5501,,9,1584543185
2626,United Kingdom,71,55.3781,-3.436,United Kingdom,65,1584543185
3028,Switzerland,28,46.8182,8.2275,,15,1584543185
0,France,0,-21.1351,55.2471,Reunion,0,1584541995
0,France,0,-12.8431,45.1383,Mayotte,0,1584541995
0,France,0,16.25,-61.5833,Guadeloupe,0,1584541995
0,France,0,4,-53,French Guiana,0,1584541995
0,France,0,-21.1351,55.2471,Reunion,0,1584541995
0,France,0,-12.8431,45.1383,Mayotte,0,1584541995
0,France,0,16.25,-61.5833,Guadeloupe,0,1584541995
0,France,0,4,-53,French Guiana,0,1584541995
2,Zambia,0,-15.4167,28.2833,,0,1584541995
4,Equatorial Guinea,0,1.6508,10.2679,,0,1584541995
433,Israel,0,31.0461,34.8516,,11,1584541995
0,The Gambia,0,13.4667,-16.6,,0,1584540836
1,"Gambia, The",0,13.4432,-15.3101,,0,1584540836
2,Benin,0,9.3077,2.3158,,0,1584540836
0,The Gambia,0,13.4667,-16.6,,0,1584540836
1,"Gambia, The",0,13.4432,-15.3101,,0,1584540836
2,Benin,0,9.3077,2.3158,,0,1584540836
27,US,1,37.6681,-84.6701,Kentucky,0,1584540836
218,US,0,42.2302,-71.5301,Massachusetts,0,1584540836
267,US,3,40.2989,-74.521,New Jersey,0,1584540836
1014,US,55,47.4009,-121.4905,Washington,0,1584540836
8,United Kingdom,0,36.1408,-5.3536,Gibraltar,2,1584540822
105,Slovakia,1,48.669,19.699,,0,1584540794
15,US,0,42.756,-107.3025,Wyoming,0,1584539583
24,US,0,41.1254,-98.2681,Nebraska,0,1584539583
68,US,2,44.572,-122.0709,Oregon,0,1584539583
238,Chile,0,-35.6751,-71.543,,0,1584538392
156,India,3,20.5937,78.9629,,14,1584538392
238,Chile,0,-35.6751,-71.543,,0,1584538392
251,Poland,5,51.9194,19.1451,,13,1584538392
313,Singapore,0,1.3521,103.8198,,114,1584538392
2051,Netherlands,58,52.1326,5.2913,Netherlands,2,1584537195
51,Sri Lanka,0,7.8731,80.7718,,1,1584537193
336,Finland,0,61.9241,25.7482,,10,1584537193
13910,Spain,623,40.4637,-3.7492,,1081,1584537193
8,Nigeria,0,9.082,8.6753,,1,1584534783
1,Djibouti,0,11.8251,42.5903,,0,1584534783
8,Nigeria,0,9.082,8.6753,,1,1584534783
20,Burkina Faso,1,12.2383,-1.5616,,0,1584534783
29,Tunisia,0,33.8869,9.5375,,0,1584534783
35,North Macedonia,0,41.6086,21.7453,,1,1584534783
59,Albania,2,41.1533,20.1683,,0,1584534783
147,Russia,0,61.524,105.3188,,8,1584534782
164,Iraq,12,33.2232,43.6793,,43,1584534782
250,Iceland,1,64.9631,-19.0208,,5,1584534782
256,Bahrain,1,26.0667,50.5577,,88,1584534782
448,Portugal,2,39.3999,-8.2245,,3,1584534782
889,Japan,29,36.2048,138.2529,,144,1584534782
1486,Belgium,14,50.5039,4.4699,,31,1584534782
17361,Iran,1135,32.4279,53.688,,5389,1584534782
35,Australia,1,-31.9505,115.8605,Western Australia,0,1584533590
2,Sudan,1,12.8628,30.2176,,0,1584533589
121,Australia,0,-37.8136,144.9631,Victoria,8,1584533589
2,Sudan,1,12.8628,30.2176,,0,1584533589
15,Uzbekistan,0,41.3775,64.5853,,0,1584533589
38,Bosnia and Herzegovina,0,43.9159,17.6791,,2,1584533589
121,Australia,0,-37.8136,144.9631,Victoria,8,1584533589
267,Australia,5,-33.8688,151.2093,New South Wales,4,1584533589
296,China,1,26.0789,117.9874,Fujian,295,1583893094
1,United Kingdom,0,16.7425,-62.1874,Montserrat,0,1584532384
3,Kyrgyzstan,0,41.2044,74.7661,,0,1584532384
4,Aruba,0,12.5211,-69.9683,,0,1584532384
6,Mongolia,0,46.8625,103.8467,,0,1584532384
9,Canada,0,37.6489,-122.6655,Grand Princess,0,1584532384
11,Paraguay,0,-23.4425,-58.4438,,0,1584532384
12,Bolivia,0,-16.2902,-63.5887,,0,1584532384
1,United Kingdom,0,16.7425,-62.1874,Montserrat,0,1584532384
3,Kyrgyzstan,0,41.2044,74.7661,,0,1584532384
3,Australia,0,-35.4735,149.0124,Australian Capital Territory,0,1584532384
4,Aruba,0,12.5211,-69.9683,,0,1584532384
6,Mongolia,0,46.8625,103.8467,,0,1584532384
7,Trinidad and Tobago,0,10.6918,-61.2225,,0,1584532384
8,Canada,0,52.9399,-106.4509,Saskatchewan,0,1584532384
9,Honduras,0,15.2,-86.2419,,0,1584532384
9,Canada,0,37.6489,-122.6655,Grand Princess,0,1584532384
10,Australia,0,-41.4545,145.9707,Tasmania,0,1584532384
11,Paraguay,0,-23.4425,-58.4438,,0,1584532384
12,Reunion,0,-21.1151,55.5364,,0,1584532384
12,Bolivia,0,-16.2902,-63.5887,,0,1584532384
13,Jamaica,0,18.1096,-77.2975,,2,1584532384
37,Australia,0,-34.9285,138.6007,South Australia,3,1584532384
94,Australia,0,-28.0167,153.4,Queensland,8,1584532384
990,China,6,31.8257,117.2264,Anhui,984,1583893094
6,Ethiopia,0,9.145,40.4897,,0,1584531184
8,Rwanda,0,-1.9403,29.8739,,0,1584531184
31,Senegal,0,14.4974,-14.4524,,2,1584531184
51,Belarus,0,53.7098,27.9534,,5,1584531184
3,Tanzania,0,-6.369,34.8888,,0,1584531184
4,Congo (Kinshasa),0,-4.0383,21.7587,,0,1584531184
6,Ethiopia,0,9.145,40.4897,,0,1584531184
6,Cote d'Ivoire,0,7.54,-5.5471,,1,1584531184
8,Rwanda,0,-1.9403,29.8739,,0,1584531184
14,Bangladesh,1,23.685,90.3563,,3,1584531184
27,Lithuania,0,55.1694,23.8813,,1,1584531184
30,Moldova,1,47.4116,28.3699,,1,1584531184
31,Senegal,0,14.4974,-14.4524,,2,1584531184
35,Kazakhstan,0,48.0196,66.9237,,0,1584531184
35,Cambodia,0,12.5657,104.991,,1,1584531184
36,Venezuela,0,6.4238,-66.5897,,0,1584531184
38,Georgia,0,42.3154,43.3569,,1,1584531184
49,Morocco,2,31.7917,-7.0926,,1,1584531184
50,Uruguay,0,-32.5228,-55.7658,,0,1584531184
51,Belarus,0,53.7098,27.9534,,5,1584531184
58,Hungary,1,47.1625,19.5033,,2,1584530023
68,Brunei,0,4.5353,114.7277,,0,1584530023
71,Latvia,0,56.8796,24.6032,,1,1584530023
81,Croatia,0,45.1,15.2,,4,1584530023
83,Serbia,0,44.0165,21.0059,,1,1584528782
84,Armenia,0,40.0691,45.0382,,1,1584528782
86,Panama,1,8.538,-80.7821,,0,1584528782
93,Mexico,0,23.6345,-102.5528,,4,1584528782
116,South Africa,0,-30.5595,22.9375,,0,1584528782
133,Lebanon,3,33.8547,35.8623,,3,1584528782
142,Kuwait,0,29.3117,47.4818,,15,1584528782
202,Philippines,19,12.8797,121.774,,5,1584528782
203,Luxembourg,2,49.8153,6.1296,,0,1584528782
212,Thailand,1,15.87,100.9925,,42,1584528782
227,Indonesia,19,-0.7893,113.9213,,11,1584528782
712,Cruise Ship,7,35.4498,139.6649,Diamond Princess,325,1584527584
1,China,0,31.6927,88.0924,Tibet,1,1583893094
258,Estonia,0,58.5953,25.0136,,1,1584527584
464,Czechia,0,49.8175,15.473,,3,1584527584
712,Cruise Ship,7,35.4498,139.6649,Diamond Princess,325,1584527584
790,Malaysia,2,4.2105,101.9758,,60,1584527584
3,France,0,18.0708,-63.0501,St Martin,0,1584526396
19,Martinique,1,14.6415,-61.0242,,0,1584526396
27,Guadeloupe,0,16.265,-61.551,,0,1584526396
18,China,0,35.7452,95.9956,Qinghai,18,1583893094
76,China,3,41.1129,85.2401,Xinjiang,73,1583893094
100,Taiwan*,1,23.7,121,,22,1584515592
2,Barbados,0,13.1939,-59.5432,,0,1584513187
5,US,0,13.4443,144.7937,Guam,0,1584510805
6,US,0,61.3707,-152.4044,Alaska,0,1584510805
9,US,0,44.2405,-114.4788,Idaho,0,1584510805
14,US,0,21.0943,-157.4983,Hawaii,0,1584510805
29,US,0,42.0115,-93.2105,Iowa,0,1584510805
31,US,0,38.8974,-77.0268,District of Columbia,0,1584510805
296,China,1,26.0789,117.9874,Fujian,295,1583893094
990,China,6,31.8257,117.2264,Anhui,984,1583893094
1,China,0,31.6927,88.0924,Tibet,1,1583893094
18,China,0,35.7452,95.9956,Qinghai,18,1583893094
15,Canada,0,53.7609,-98.8139,Manitoba,0,1584502383
50,Costa Rica,0,9.7489,-83.7534,,0,1584502383
79,Argentina,2,-38.4161,-63.6167,,3,1584502383
97,Canada,0,53.9333,-116.5765,Alberta,0,1584502383
186,Canada,7,53.7267,-127.6476,British Columbia,4,1584502383
2,Liberia,0,6.4281,-9.4295,,0,1584501202
2,Liberia,0,6.4281,-9.4295,,0,1584501202
49,Cyprus,0,35.1264,33.4299,,0,1584501199
111,Ecuador,2,-1.8312,-78.1834,,0,1584501199
196,Egypt,6,26.8206,30.8025,,32,1584501194
292,Ireland,2,53.1424,-7.6921,,5,1584501192
3,Mayotte,0,-12.8275,45.1662,,0,1584499983
119,San Marino,11,43.9424,12.4578,,4,1584499983
3,Mayotte,0,-12.8275,45.1662,,0,1584499983
20,New Zealand,0,-40.9006,174.886,,0,1584499983
119,San Marino,11,43.9424,12.4578,,4,1584499983
8413,"Korea, South",84,35.9078,127.7669,,1540,1584499983
98,Turkey,1,38.9637,35.2433,,0,1584498786
113,United Arab Emirates,0,23.4241,53.8478,,26,1584498786
76,China,3,41.1129,85.2401,Xinjiang,73,1583893094
296,China,1,26.0789,117.9874,Fujian,295,1583893094
990,China,6,31.8257,117.2264,Anhui,984,1583893094
1,China,0,31.6927,88.0924,Tibet,1,1583893094
18,China,0,35.7452,95.9956,Qinghai,18,1583893094
1,Somalia,0,5.1521,46.1996,,0,1584492783
1,Somalia,0,5.1521,46.1996,,0,1584492783
2,Netherlands,0,12.5186,-70.0358,Aruba,0,1584492782
2,Netherlands,0,12.5186,-70.0358,Aruba,0,1584492782
76,China,3,41.1129,85.2401,Xinjiang,73,1583893094
296,China,1,26.0789,117.9874,Fujian,295,1583893094
2,US,0,18.35,-64.933,United States Virgin Islands,0,1584490393
2,US,0,18.35,-64.933,United States Virgin Islands,0,1584490393
11,US,0,42.756,-107.3025,Wyoming,0,1584489183
1076,US,55,47.4009,-121.4905,Washington,1,1584487983
11,US,1,44.2998,-99.4388,South Dakota,0,1584487982
1,US,0,38.4912,-80.9545,West Virginia,0,1584487982
11,US,1,44.2998,-99.4388,South Dakota,0,1584487982
1,US,0,38.4912,-80.9545,West Virginia,0,1584487982
1,The Gambia,0,13.4667,-16.6,,0,1584487982
3,US,0,47.5289,-99.784,North Dakota,0,1584487982
8,US,0,44.2405,-114.4788,Idaho,0,1584487982
11,US,1,44.2998,-99.4388,South Dakota,0,1584487982
11,US,0,38.4561,-92.2884,Missouri,0,1584487982
16,US,0,39.3185,-75.5071,Delaware,0,1584487982
26,US,1,37.6681,-84.6701,Kentucky,1,1584487982
56,US,1,38.3135,-117.0554,Nevada,0,1584487982
216,US,6,27.7663,-81.6868,Florida,0,1584487982
18,US,1,38.5266,-96.7265,Kansas,0,1584486790
23,US,0,34.8405,-106.2485,New Mexico,0,1584486790
26,US,0,43.4525,-71.5639,New Hampshire,0,1584486790
47,US,1,33.8569,-80.945,South Carolina,0,1584486790
68,US,0,41.5978,-72.7554,Connecticut,0,1584486790
18,US,1,38.5266,-96.7265,Kansas,0,1584486790
20,US,0,33.7298,-111.4312,Arizona,1,1584486790
23,US,0,34.8405,-106.2485,New Mexico,0,1584486790
26,US,0,43.4525,-71.5639,New Hampshire,0,1584486790
30,US,2,39.8494,-86.2583,Indiana,0,1584486790
39,US,0,32.3182,-86.9023,Alabama,0,1584486790
47,US,1,33.8569,-80.945,South Carolina,0,1584486790
64,US,0,35.6301,-79.8064,North Carolina,0,1584486790
66,US,1,44.572,-122.0709,Oregon,0,1584486790
68,US,0,41.5978,-72.7554,Connecticut,0,1584486790
74,US,0,35.7478,-86.6923,Tennessee,0,1584486790
